#,ESTABLECIMIENTO,TIPO,CALLE,NUMERO,DEPTO,PARTIDO,PROVINCIA,GMAPS,PROFESIONAL,SERVICIO,AREA,HORARIOS,TELEFONO,EMAIL,WEB,COMENTARIOS,
143,Consultorio inclusivo Claudia Pia Baudracco,Público,Colectora Este Ramal Escobar,659,,Ricardo Rojas,Buenos Aires,"https://www.google.com/maps/place/Colectora+Este+Ramal+Escobar+677,+Ricardo+Rojas,+Provincia+de+Buenos+Aires/data=!4m2!3m1!1s0x95bca3a9f898500d:0xce432bc22e30c1ea?sa=X&ved=2ahUKEwi8_NXkwKDtAhUcH7kGHcWtDHIQ8gEwAHoECAMQAQ",Araceli Mera,Servicio Social,,JUEVES 14:00:00 - 18:00:00,1156570295,consultorioinclusivo@escobar.gob.ar,,,
177,Hospital de Clínicas,Público,Av Cordoba,2351,,Recoleta,CABA,"https://www.google.com/maps/place/Hospital+de+Cl%C3%ADnicas+Jos%C3%A9+de+San+Mart%C3%ADn/@-34.5991192,-58.4000823,18z/data=!4m5!3m4!1s0x0:0x6d168bee0e66f0b5!8m2!3d-34.5989536!4d-58.3999222",Dr. Santiago Chavanne,Cirugías de afirmación de género,,Martes y Viernes a partir de las 8 hs,,,,,
277,Hospital Muñiz,Público,Uspallata,2272,,Parque Patricios,CABA,"https://www.google.com/maps/place/48Q39J64%2BP9/@-34.6381875,-58.3940625,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d-34.6381875!4d-58.3940625",Dr. Guillermo Abriata,Cirugías de afirmación de género,,Lunes y miércoles de 9 a 11 hs,011 4360 5700 int 5222,munizinforma@buenosaires.gob.ar,,,
66,Casa Roja,Organización Social,filiberto ,1745,,Constitución,CABA,"https://www.google.com.ar/maps/place/Filiberto+1745,+C1134+CABA/@-34.6268897,-58.3923594,17z/data=!3m1!4b1!4m5!3m4!1s0x95bccb23988ec717:0x44894cd2a5ecac59!8m2!3d-34.6268941!4d-58.3901707",Valeria Ramirez,Salud reproductiva,,Cuando realizan campañas,1128621015,,,Grupos de pares; Asesoramiento sobre hormonización para personas trans; los preservativos se entregan cuando se realizan campañas de testeos de VIH,
2,AMMAR,Organización Social,Piedras,1065,,San Telmo,CABA,https://goo.gl/maps/NSaAS9tvKDYL8mLX6,Georgina Orellano,Salud reproductiva,,,3415859022,monitoreo@ammar.org.ar,,Grupos de pares; Asesoramiento Legal.-,
12,"CAFYS ""RICARDO ROJAS""",Público,Ricchieri,2838,,Ricardo Rojas,Buenos Aires,"https://www.google.com/search?newwindow=1&client=safari&rls=en&tbs=lf:1,lf_ui:1&tbm=lcl&sxsrf=ALeKk00NyK7ERz2IzuT_G93l14bFwxAu-w:1606404668416&q=Ricchieri+2838+(esq.+Rufino+de+Elizalde)&rflfq=1&num=10&ved=2ahUKEwjn_4Ddw6DtAhUXHbkGHYmBDOgQtgN6BAgNEAc#rlfi=hd:;si:,-34.54769263636213,-58.44926233933106;mv:[[-34.5472158,-58.3994231],[-34.582449200000006,-58.4518947]]",,Salud reproductiva,Centro de Salud,Lunes a viernes 8 a 11,(011) 4512-9988,capsicardoroja@tigre.gob.ar,,,
321,"HOSPITAL ZONAL GRAL. DE AGUDOS ""MAGDALENA VILLEGAS DE MARTÍNEZ""",Público,Ruta 9 – Constituyentes,395,,General Pacheco,Buenos Aires,"https://www.google.com/maps/search/G9V6%2B5M+Gral.+Pacheco,+Provincia+de+Buenos+Aires?sa=X&ved=2ahUKEwjKhMyKxaDtAhXrHLkGHbsmAPQQ8gEwAHoECAMQAQ",,Cirugías de afirmación de género,Ventanilla 1,Viernes 12:00:00 - 15:00:00,4736 0211 int 362 o 363,,,Atención con turnos programados.-,
293,Hospital Posadas,Público,Av Marconi  ,386,,El Palomar,Buenos Aires,"https://www.google.com/maps/place/48Q39C9F%2BVV/@-34.6303103,-58.5754832,17.82z/data=!4m5!3m4!1s0x0:0x0!8m2!3d-34.6303125!4d-58.5753125",,Endocrinología / Hormonización,,,011 2767 8072,saludsexual@hospitalposadas.gob.ar,,,
44,CAPS n°35,Público,Calle 203,,,Sourigues,Buenos Aires,"https://www.google.com/maps/place/Calle+203+%26+Calle+254,+Sourigues,+Provincia+de+Buenos+Aires/data=!4m2!3m1!1s0x95a328e3ac2e8be5:0x5af31fac33557029?sa=X&ved=2ahUKEwimgs7h4KLtAhV_GbkGHc1iCvMQ8gEwAHoECAMQAQ",,Salud reproductiva,,lunes a viernes 8 a 14.30,(011) 4356-9200 int. 2035,caps35berazategui@gmail.com,,El turno se saca presencialmente en el caps,
45,CAPS n°35,Público,Calle 203,,,Sourigues,Buenos Aires,"https://www.google.com/maps/place/Calle+203+%26+Calle+254,+Sourigues,+Provincia+de+Buenos+Aires/data=!4m2!3m1!1s0x95a328e3ac2e8be5:0x5af31fac33557029?sa=X&ved=2ahUKEwimgs7h4KLtAhV_GbkGHc1iCvMQ8gEwAHoECAMQAQ",,Ginecología,,"miercoles 11.30, la dra da el turno para el pap",(011) 4356-9200 int. 2035,caps35berazategui@gmail.com,,El turno se saca presencialmente en el caps,
46,CAPS n°35,Público,Calle 203,,,Sourigues,Buenos Aires,"https://www.google.com/maps/place/Calle+203+%26+Calle+254,+Sourigues,+Provincia+de+Buenos+Aires/data=!4m2!3m1!1s0x95a328e3ac2e8be5:0x5af31fac33557029?sa=X&ved=2ahUKEwimgs7h4KLtAhV_GbkGHc1iCvMQ8gEwAHoECAMQAQ",,Endocrinología / Hormonización,,NO,(011) 4356-9200 int. 2035,,,,
47,CAPS n°35,Público,Calle 203,,,Sourigues,Buenos Aires,"https://www.google.com/maps/place/Calle+203+%26+Calle+254,+Sourigues,+Provincia+de+Buenos+Aires/data=!4m2!3m1!1s0x95a328e3ac2e8be5:0x5af31fac33557029?sa=X&ved=2ahUKEwimgs7h4KLtAhV_GbkGHc1iCvMQ8gEwAHoECAMQAQ",,Testeo VIH y otras ITS,,NO,(011) 4356-9200 int. 2035,,,,
48,CAPS n°35,Público,Calle 203,,,Sourigues,Buenos Aires,"https://www.google.com/maps/place/Calle+203+%26+Calle+254,+Sourigues,+Provincia+de+Buenos+Aires/data=!4m2!3m1!1s0x95a328e3ac2e8be5:0x5af31fac33557029?sa=X&ved=2ahUKEwimgs7h4KLtAhV_GbkGHc1iCvMQ8gEwAHoECAMQAQ",,Tratamiento VIH,,NO,(011) 4356-9200 int. 2035,,,,
42,CAPS n°1 Ministro Rivadavia,Público,25 de Mayo,418-598,,Ministro Rivadavia,Buenos Aires,"https://www.google.com/maps/place/48Q35J5J%2BC6/@-34.8414375,-58.3694375,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d-34.8414375!4d-58.3694375",,Ginecología,,Martes 12:45,(011) 4279-2242,,,Tampoco contestan al 2215524597,
43,CAPS n°1 Ministro Rivadavia,Público,25 de Mayo,418-598,,Ministro Rivadavia,Buenos Aires,"https://www.google.com/maps/place/48Q35J5J%2BC6/@-34.8414375,-58.3694375,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d-34.8414375!4d-58.3694375",,Endocrinología / Hormonización,,Martes 12:45,(011) 4279-2242,,,Tampoco contestan al 2215524597,
201,Hospital General de Agudos Dr Juan A. Fernández,Público,Av. Cerviño,3356,,Palermo,CABA,https://goo.gl/maps/6FLVSDDTZTo,,Tratamiento VIH,Infectología,Lunes a viernes 9 a 12 hs.,011 4808 2600 int. 1039,,,,
202,Hospital General de Agudos Dr Juan A. Fernández,Público,Av. Cerviño,3356,,Palermo,CABA,https://goo.gl/maps/6FLVSDDTZTo,,Testeo VIH y otras ITS,Infectología,Lunes a viernes 9 a 12 hs.,011 4808 2600 int. 1039,,,"Solicitar orden médica, la extracción se realiza en el momento.",
77,"Centro de Salud ""SAN ROQUE""",Público,Pavón,,,José C. Paz,Buenos Aires,https://goo.gl/maps/cBY9F3F3Hhty8tsi8,,Salud reproductiva,,"Martes, Miércoles y Viernes de 08:00:00 - 13:00:00",,,,,
78,"Centro de Salud ""SAN ROQUE""",Público,Pavón,,,José C. Paz,Buenos Aires,https://goo.gl/maps/cBY9F3F3Hhty8tsi8,,Atención médica general,,"Martes, Miércoles y Viernes de 08:00:00 - 13:00:00",,,,,
79,"Centro de Salud ""SAN ROQUE""",Público,Pavón,,,José C. Paz,Buenos Aires,https://goo.gl/maps/cBY9F3F3Hhty8tsi8,,Endocrinología / Hormonización,,"Martes, Miércoles y Viernes de 08:00:00 - 13:00:00",,,,,
80,"Centro de Salud ""SAN ROQUE""",Público,Pavón,,,José C. Paz,Buenos Aires,https://goo.gl/maps/cBY9F3F3Hhty8tsi8,,Servicio Social,,"Martes, Miércoles y Viernes de 08:00:00 - 13:00:00",,,,,
81,"Centro de Salud ""SAN ROQUE""",Público,Pavón,,,José C. Paz,Buenos Aires,https://goo.gl/maps/cBY9F3F3Hhty8tsi8,,Testeo VIH y otras ITS,,"Martes, Miércoles y Viernes de 08:00:00 - 13:00:00",,,,,
273,Hospital Municipal Ostaciana de Lavignole (Consultorios externos),Público,Carlos Pelegrini,622,,Morón,Buenos Aires,https://goo.gl/maps/i8znP9msSiE2,,Servicio Social,Consultorio Externo. Consultorio amigable,Turnos telefónicos o demanda espontánea a las 7 hs excepto jueves. Atención: Viernes 15 a 17.30 hs.,011 4133 3351,,,Asesoramiento legal,
176,HOSPITAL CENTRAL MUNICIPAL DE SAN ISIDRO,Público,Av. Santa Fe,431,,San isidro,Buenos Aires,"https://www.google.com/maps/place/Hospital+Central+de+San+Isidro/@-34.4773811,-58.5126636,17z/data=!4m13!1m7!3m6!1s0x95bcb04b22574a47:0xdb98301501e73197!2sAv.+Sta+Fe+431,+B1641+Mart%C3%ADnez,+Provincia+de+Buenos+Aires!3b1!8m2!3d-34.4773811!4d-58.5104749!3m4!1s0x95bcb04b244179d1:0xe045542e37b47ab5!8m2!3d-34.4775281!4d-58.5101292",,Endocrinología / Hormonización,,,(011) 4512-3707,,,,
250,"HOSPITAL MUNICIPAL ""DR. B. HOUSSAY""",Público,Pres. Hipólito Yrigoyen,1757,,Vicente López,Buenos Aires,https://goo.gl/maps/76NhqjYVtePDJqzn9,,Salud reproductiva,,"Lunes, Miércoles, Jueves 08:00:00 - 16:00:00",11 4796-7200,diversidad.salud@vicentelopez.gob.ar,,"No atienden al telefono, esperando respuesta al mail",
251,"HOSPITAL MUNICIPAL ""DR. B. HOUSSAY""",Público,Pres. Hipólito Yrigoyen,1757,,Vicente López,Buenos Aires,https://goo.gl/maps/76NhqjYVtePDJqzn9,,Atención médica general,,"Lunes, Miércoles, Jueves 08:00:00 - 16:00:00",11 4796-7200,diversidad.salud@vicentelopez.gob.ar,,,
252,"HOSPITAL MUNICIPAL ""DR. B. HOUSSAY""",Público,Pres. Hipólito Yrigoyen,1757,,Vicente López,Buenos Aires,https://goo.gl/maps/76NhqjYVtePDJqzn9,,Psicología / Psiquiatría,,"Lunes, Miércoles, Jueves 08:00:00 - 16:00:00",11 4796-7200,diversidad.salud@vicentelopez.gob.ar,,,
253,"HOSPITAL MUNICIPAL ""DR. B. HOUSSAY""",Público,Pres. Hipólito Yrigoyen,1757,,Vicente López,Buenos Aires,https://goo.gl/maps/76NhqjYVtePDJqzn9,,Endocrinología / Hormonización,,"Lunes, Miércoles, Jueves 08:00:00 - 16:00:00",11 4796-7200,diversidad.salud@vicentelopez.gob.ar,,,
254,"HOSPITAL MUNICIPAL ""DR. B. HOUSSAY""",Público,Pres. Hipólito Yrigoyen,1757,,Vicente López,Buenos Aires,https://goo.gl/maps/76NhqjYVtePDJqzn9,,Servicio Social,,"Lunes, Miércoles, Jueves 08:00:00 - 16:00:00",11 4796-7200,diversidad.salud@vicentelopez.gob.ar,,,
255,"HOSPITAL MUNICIPAL ""DR. B. HOUSSAY""",Público,Pres. Hipólito Yrigoyen,1757,,Vicente López,Buenos Aires,https://goo.gl/maps/76NhqjYVtePDJqzn9,,Testeo VIH y otras ITS,,"Lunes, Miércoles, Jueves 08:00:00 - 16:00:00",11 4796-7200,diversidad.salud@vicentelopez.gob.ar,,,
256,"HOSPITAL MUNICIPAL ""DR. B. HOUSSAY""",Público,Pres. Hipólito Yrigoyen,1757,,Vicente López,Buenos Aires,https://goo.gl/maps/76NhqjYVtePDJqzn9,,Violencia,,"Lunes, Miércoles, Jueves 08:00:00 - 16:00:00",11 4796-7200,diversidad.salud@vicentelopez.gob.ar,,,
341,Policlínico San Justo,Público,Almafuerte,3016,,La Matanza,Buenos Aires,https://goo.gl/maps/2vaGirrcFfz,Gabriela Pagliano,Servicio Social,Programa de Salud Sexual,Turnos: lunes a viernes de 8 a 13 hs.,011 4651 0165 int. 197/ 01146515534 (turnos),,,,
100,"CENTRO DE SALUD N° 22 ""DR. JUAN NAAB""",Público,Salvador Debenedetti,8555,,José León Suárez,Buenos Aires,"https://www.google.com/maps/place/Salvador+Debenedetti+8555,+José+León+Suárez,+Provincia+de+Buenos+Aires/@-34.5343443,-58.5964514,17z/data=!3m1!4b1!4m5!3m4!1s0x95bcba49588eb9c9:0xea92ec30b9362d7!8m2!3d-34.5343443!4d-58.5942627",,Salud reproductiva,,Viernes 13:00:00 - 15:00:00,(011) 4854-8880,,,"Numero equivocado, es el unico que aparece en redes",
101,"CENTRO DE SALUD N° 22 ""DR. JUAN NAAB""",Público,Salvador Debenedetti,8555,,José León Suárez,Buenos Aires,"https://www.google.com/maps/place/Salvador+Debenedetti+8555,+José+León+Suárez,+Provincia+de+Buenos+Aires/@-34.5343443,-58.5964514,17z/data=!3m1!4b1!4m5!3m4!1s0x95bcba49588eb9c9:0xea92ec30b9362d7!8m2!3d-34.5343443!4d-58.5942627",,Endocrinología / Hormonización,,Viernes 13:00:00 - 15:00:00,(011) 4854-8880,,,,
102,"CENTRO DE SALUD N° 22 ""DR. JUAN NAAB""",Público,Salvador Debenedetti,8555,,José León Suárez,Buenos Aires,"https://www.google.com/maps/place/Salvador+Debenedetti+8555,+José+León+Suárez,+Provincia+de+Buenos+Aires/@-34.5343443,-58.5964514,17z/data=!3m1!4b1!4m5!3m4!1s0x95bcba49588eb9c9:0xea92ec30b9362d7!8m2!3d-34.5343443!4d-58.5942627",,Testeo VIH y otras ITS,,Viernes 13:00:00 - 15:00:00,(011) 4854-8880,,,,
413,Unidad Sanitaria Nº 34,Público,Perdriel,,,Merlo,Buenos Aires,https://goo.gl/maps/a3FNNsbriLw,Dra. Natalia Piluzo,Endocrinología / Hormonización,Consultorio Diversidad,Martes 8 a 15 hs.,0220 485 1430,,,Hormonización para mujeres y hombres trans.,
103,"CENTRO DE SALUD N° 22 ""DR. JUAN NAAB""",Público,Salvador Debenedetti,8555,,José León Suárez,Buenos Aires,"https://www.google.com/maps/place/Salvador+Debenedetti+8555,+José+León+Suárez,+Provincia+de+Buenos+Aires/@-34.5343443,-58.5964514,17z/data=!3m1!4b1!4m5!3m4!1s0x95bcba49588eb9c9:0xea92ec30b9362d7!8m2!3d-34.5343443!4d-58.5942627",,Tratamiento VIH,,Viernes 13:00:00 - 15:00:00,(011) 4854-8880,,,,
400,"Unidad Sanitaria N° 3 ""LOMAS DE MARILÓ""",Público,Rosario,,,Trujui,Buenos Aires,https://goo.gl/maps/M6b14SV9UMoYDYMd6,,Salud reproductiva,,Lunes y Miércoles de 13:00:00 - 16:00:00,(0237) 4815607,,,,
402,"Unidad Sanitaria N° 3 ""LOMAS DE MARILÓ""",Público,Rosario,,,Trujui,Buenos Aires,https://goo.gl/maps/M6b14SV9UMoYDYMd6,,Testeo VIH y otras ITS,,Lunes y Miércoles de 13:00:00 - 16:00:00,(0237) 4815607,,,,
403,"Unidad Sanitaria N° 3 ""LOMAS DE MARILÓ""",Público,Rosario,,,Trujui,Buenos Aires,https://goo.gl/maps/M6b14SV9UMoYDYMd6,,Tratamiento VIH,,Lunes y Miércoles de 13:00:00 - 16:00:00,(0237) 4815607,,,,
343,PROGRAMA DE SALUD SEXUAL INTEGRAL - CONSULTORIO DIVERSIDAD,Público,Av. del Libertador,710,,Moreno,Buenos Aires,"https://www.google.com/maps/place/Hospital+Mariano+y+Luciano+de+la+Vega/@-34.6423338,-58.7910319,17z/data=!3m1!4b1!4m13!1m7!3m6!1s0x0:0x0!2s48Q39656%2B48!3b1!8m2!3d-34.6421875!4d-58.7891875!3m4!1s0x95bc944e7191b0dd:0x28bfcff5d99bcc51!8m2!3d-34.6423338!4d-58.7888432",,Endocrinología / Hormonización,,De Lunes a Viernes de 08:00 a 14:00,(0237) 466-2448,,,,
344,PROGRAMA DE SALUD SEXUAL INTEGRAL - CONSULTORIO DIVERSIDAD,Público,Av. del Libertador,710,,Moreno,Buenos Aires,"https://www.google.com/maps/place/Hospital+Mariano+y+Luciano+de+la+Vega/@-34.6423338,-58.7910319,17z/data=!3m1!4b1!4m13!1m7!3m6!1s0x0:0x0!2s48Q39656%2B48!3b1!8m2!3d-34.6421875!4d-58.7891875!3m4!1s0x95bc944e7191b0dd:0x28bfcff5d99bcc51!8m2!3d-34.6423338!4d-58.7888432",,Testeo VIH y otras ITS,,De Lunes a Viernes de 08:00 a 14:00,(0237) 466-2448,,,,
345,PROGRAMA DE SALUD SEXUAL INTEGRAL - CONSULTORIO DIVERSIDAD,Público,Av. del Libertador,710,,Moreno,Buenos Aires,"https://www.google.com/maps/place/Hospital+Mariano+y+Luciano+de+la+Vega/@-34.6423338,-58.7910319,17z/data=!3m1!4b1!4m13!1m7!3m6!1s0x0:0x0!2s48Q39656%2B48!3b1!8m2!3d-34.6421875!4d-58.7891875!3m4!1s0x95bc944e7191b0dd:0x28bfcff5d99bcc51!8m2!3d-34.6423338!4d-58.7888432",,Tratamiento VIH,,De Lunes a Viernes de 08:00 a 14:00,(0237) 466-2448,,,,
183,HOSPITAL DE MORÓN,Público,Dr. Rodolfo Monte,848,,Morón,Buenos Aires,https://goo.gl/maps/JcbhNb13MQhvyN4i6,,Cirugías de afirmación de género,,De Lunes a Viernes de 08:00 a 10:00,(011) 4133-4100,,,No estan haciendo cirugias corporales actualmente.,
37,CAPS N° 4 Dr. Luis Agote,Público,Av. San Martín,1655,,General San Martín,Buenos Aires,https://goo.gl/maps/F792gzAwpY92,,Atención médica general,Servicio de Diversidad,Martes 13 a 16 hs.,011 4580 1056/57,,,,
121,CeSAC n°11,Público,Agüero,940,,Balvanera,CABA,https://goo.gl/maps/VgvXF3n3eQfM5AXx7,Ariel Aguirre,Fonoaudiología,,,011 2821 3611,universodiverso11@gmail.com,,,
248,"Hospital materno infantil ""DR. CARLOS GIANANTONIO""",Privado,Diego Palma,505,,San Isidro,Buenos Aires,"https://www.google.com/maps/place/Diego+Palma+505,+B1642+San+Isidro,+Provincia+de+Buenos+Aires/@-34.4737115,-58.5233571,19z/data=!3m1!4b1!4m5!3m4!1s0x95bcb039831d38b7:0x36d01de9e1e7e5c2!8m2!3d-34.4737115!4d-58.5228099",Griselda Cecchi,Atención médica general,,"MARTES, JUEVES 08:30:00 - 12:30:00",(011) 4512-3919,,,Tratamientos de modificación corporal hormonal para personas trans,
368,Transcribiendo el Futuro,Organización Social,Taboada,2907,,Merlo,Buenos Aires,"https://www.google.com/maps/place/Taboada+2907,+B1722PPE+Merlo,+Provincia+de+Buenos+Aires/@-34.6795593,-58.7828597,17z/data=!3m1!4b1!4m5!3m4!1s0x95bc9527b6d43acf:0xaa75e22e0ded1ab!8m2!3d-34.6795593!4d-58.780671",Wendy Zalazar,Salud reproductiva,si,Lunes a Vierne de 8 a 17,1166015759,wendyswendy931@gmail.com,,,
274,Hospital Municipal Ostaciana de Lavignole (Consultorios externos),Público,Pelegrini,621,,Morón,Buenos Aires,https://goo.gl/maps/i8znP9msSiE2,,Tratamiento VIH,,Viernes 15:00:00 - 17:30:00,(011) 41333311,,,,
392,UNIDAD SANITARIA JUAN MANUEL DE ROSAS - CONSULTORIO AMIGABLE,Público,Ruiz de los Llanos,267,,Isidro Casanova,Buenos Aires,"https://www.google.com/maps/place/Ruiz+de+los+Llanos+267,+Isidro+Casanova,+Provincia+de+Buenos+Aires/@-34.7226363,-58.5754091,17z/data=!3m1!4b1!4m5!3m4!1s0x95bcc5e89763037f:0xba13abb8dd8d7c0e!8m2!3d-34.7226363!4d-58.5732204",,Salud reproductiva,,Miércoles 11:00:00 - 17:00:00,(011) 4694-3877,,,Nadie contesta,
393,UNIDAD SANITARIA JUAN MANUEL DE ROSAS - CONSULTORIO AMIGABLE,Público,Ruiz de los Llanos,267,,Isidro Casanova,Buenos Aires,"https://www.google.com/maps/place/Ruiz+de+los+Llanos+267,+Isidro+Casanova,+Provincia+de+Buenos+Aires/@-34.7226363,-58.5754091,17z/data=!3m1!4b1!4m5!3m4!1s0x95bcc5e89763037f:0xba13abb8dd8d7c0e!8m2!3d-34.7226363!4d-58.5732204",,Endocrinología / Hormonización,,Miércoles 11:00:00 - 17:00:00,(011) 4694-3877,,,Nadie contesta,
394,UNIDAD SANITARIA JUAN MANUEL DE ROSAS - CONSULTORIO AMIGABLE,Público,Ruiz de los Llanos,267,,Isidro Casanova,Buenos Aires,"https://www.google.com/maps/place/Ruiz+de+los+Llanos+267,+Isidro+Casanova,+Provincia+de+Buenos+Aires/@-34.7226363,-58.5754091,17z/data=!3m1!4b1!4m5!3m4!1s0x95bcc5e89763037f:0xba13abb8dd8d7c0e!8m2!3d-34.7226363!4d-58.5732204",,Testeo VIH y otras ITS,,Miércoles 11:00:00 - 17:00:00,(011) 4694-3877,,,Nadie contesta,
164,Fiscalía especializada en Violencia de Género NORTE,Público,Av. Cabildo,3067,3er y 4to piso,Nuñez,CABA,"https://www.google.com/maps/place/Av.+Cabildo+3067,+C1429+AAB,+Buenos+Aires/@-34.5537059,-58.466193,17z/data=!3m1!4b1!4m5!3m4!1s0x95bcb6828991a491:0x3d19269fbb191a61!8m2!3d-34.5537059!4d-58.4640043",,Servicio Social,,,(011)5297-8153 / 5297-8100 int 8234/8235,,http://www.fiscalias.gob.ar/,,
395,UNIDAD SANITARIA JUAN MANUEL DE ROSAS - CONSULTORIO AMIGABLE,Público,Ruiz de los Llanos,267,,Isidro Casanova,Buenos Aires,"https://www.google.com/maps/place/Ruiz+de+los+Llanos+267,+Isidro+Casanova,+Provincia+de+Buenos+Aires/@-34.7226363,-58.5754091,17z/data=!3m1!4b1!4m5!3m4!1s0x95bcc5e89763037f:0xba13abb8dd8d7c0e!8m2!3d-34.7226363!4d-58.5732204",,Tratamiento VIH,,Miércoles 11:00:00 - 17:00:00,(011) 4694-3877,,,Nadie contesta,
396,UNIDAD SANITARIA JUAN MANUEL DE ROSAS - CONSULTORIO AMIGABLE,Público,Ruiz de los Llanos,267,,Isidro Casanova,Buenos Aires,"https://www.google.com/maps/place/Ruiz+de+los+Llanos+267,+Isidro+Casanova,+Provincia+de+Buenos+Aires/@-34.7226363,-58.5754091,17z/data=!3m1!4b1!4m5!3m4!1s0x95bcc5e89763037f:0xba13abb8dd8d7c0e!8m2!3d-34.7226363!4d-58.5732204",,Violencia,,Miércoles 11:00:00 - 17:00:00,(011) 4694-3877,,,Nadie contesta,
404,"UNIDAD SANITARIA N° 9 ""ISLA MACIEL""",Público,Montaña,172,,Dock Sud,Buenos Aires,"https://www.google.com/maps/place/48Q39J6W%2B28/@-34.6399375,-58.3543484,18z/data=!4m5!3m4!1s0x0:0x0!8m2!3d-34.6399375!4d-58.3541875",,Salud reproductiva,,Solo con turno previo por pandemia,2005-9115,,,,
405,"UNIDAD SANITARIA N° 9 ""ISLA MACIEL""",Público,Montaña,172,,Dock Sud,Buenos Aires,"https://www.google.com/maps/place/48Q39J6W%2B28/@-34.6399375,-58.3543484,18z/data=!4m5!3m4!1s0x0:0x0!8m2!3d-34.6399375!4d-58.3541875",,Ginecología,,Solo con turno previo por pandemia,2005-9115,,,,
406,"UNIDAD SANITARIA N° 9 ""ISLA MACIEL""",Público,Montaña,172,,Dock Sud,Buenos Aires,"https://www.google.com/maps/place/48Q39J6W%2B28/@-34.6399375,-58.3543484,18z/data=!4m5!3m4!1s0x0:0x0!8m2!3d-34.6399375!4d-58.3541875",,Proctología / Salud anal,,Solo con turno previo por pandemia,2005-9115,,,,
407,"UNIDAD SANITARIA N° 9 ""ISLA MACIEL""",Público,Montaña,172,,Dock Sud,Buenos Aires,"https://www.google.com/maps/place/48Q39J6W%2B28/@-34.6399375,-58.3543484,18z/data=!4m5!3m4!1s0x0:0x0!8m2!3d-34.6399375!4d-58.3541875",,Endocrinología / Hormonización,,Solo con turno previo por pandemia,2005-9115,,,,
408,"UNIDAD SANITARIA N° 9 ""ISLA MACIEL""",Público,Montaña,172,,Dock Sud,Buenos Aires,"https://www.google.com/maps/place/48Q39J6W%2B28/@-34.6399375,-58.3543484,18z/data=!4m5!3m4!1s0x0:0x0!8m2!3d-34.6399375!4d-58.3541875",,Testeo VIH y otras ITS,,Solo con turno previo por pandemia,2005-9115,,,,
409,"UNIDAD SANITARIA N° 9 ""ISLA MACIEL""",Público,Montaña,172,,Dock Sud,Buenos Aires,"https://www.google.com/maps/place/48Q39J6W%2B28/@-34.6399375,-58.3543484,18z/data=!4m5!3m4!1s0x0:0x0!8m2!3d-34.6399375!4d-58.3541875",,Tratamiento VIH,,Solo con turno previo por pandemia,2005-9115,,,,
370,"UNIDAD SANITARIA ""DOCK SUD""",Público,Mazzini,1325,,Dock Sud,Buenos Aires,"https://www.google.com/maps/place/48Q39M23%2B5M/@-34.6495625,-58.3458125,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d-34.6495625!4d-58.3458125",,Salud reproductiva,,Martes 14:00:00 - 16:00:00,(011) 4205-9633,,,,
372,"UNIDAD SANITARIA ""DOCK SUD""",Público,Mazzini,1325,,Dock Sud,Buenos Aires,"https://www.google.com/maps/place/48Q39M23%2B5M/@-34.6495625,-58.3458125,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d-34.6495625!4d-58.3458125",,Salud bucal,,Martes 14:00:00 - 16:00:00,(011) 4205-9633,,,"No supieron repondersi daban este servicio, LLAMAR DENUEVO",
373,"UNIDAD SANITARIA ""DOCK SUD""",Público,Mazzini,1325,,Dock Sud,Buenos Aires,"https://www.google.com/maps/place/48Q39M23%2B5M/@-34.6495625,-58.3458125,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d-34.6495625!4d-58.3458125",,Testeo VIH y otras ITS,,Martes 14:00:00 - 16:00:00,(011) 4205-9633,,,"No supieron repondersi daban este servicio, LLAMAR DENUEVO",
374,"UNIDAD SANITARIA ""DOCK SUD""",Público,Mazzini,1325,,Dock Sud,Buenos Aires,"https://www.google.com/maps/place/48Q39M23%2B5M/@-34.6495625,-58.3458125,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d-34.6495625!4d-58.3458125",,Tratamiento VIH,,Martes 14:00:00 - 16:00:00,(011) 4205-9633,,,"No supieron repondersi daban este servicio, LLAMAR DENUEVO",
379,"UNIDAD SANITARIA ""VILLA CORINA""",Público,Pierres,,,Villa Dominico,Buenos Aires,https://goo.gl/maps/FTBMbFLpcdMc81oq6,,Salud reproductiva,,Jueves 15:00:00 - 17:00:00,(011) 4207-0046,,,,
380,"UNIDAD SANITARIA ""VILLA CORINA""",Público,Pierres,,,Villa Dominico,Buenos Aires,https://goo.gl/maps/FTBMbFLpcdMc81oq6,,Psicología / Psiquiatría,,Jueves 15:00:00 - 17:00:00,(011) 4207-0046,,,,
381,"UNIDAD SANITARIA ""VILLA CORINA""",Público,Pierres,,,Villa Dominico,Buenos Aires,https://goo.gl/maps/FTBMbFLpcdMc81oq6,,Endocrinología / Hormonización,,Jueves 15:00:00 - 17:00:00,(011) 4207-0046,,,,
